PCA1,y,V_answers
1.1786390139459588,0,0
1.5959003563309444,0,0
1.2986044049355796,0,0
0.968989943120318,0,0
1.6802073730713807,0,0
0.6279974449847522,0,0
1.8579271532223318,0,0
0.9542574481134167,0,0
0.3910827638769321,0,0
1.975680230092371,0,0
3.621324589482026,0,0
1.918707902589782,0,0
0.5069763044406184,0,0
-0.14955314652177484,0,0
-0.15059237751455995,0,0
0.41080392675664945,0,0
-0.13308536869427579,0,0
1.6110335810627046,0,0
2.072593842159966,0,0
1.2022805460023471,0,0
0.2884752527792409,0,0
0.8292040097458854,0,0
0.5213802038602846,0,0
0.9645842777108407,0,0
-0.12551615160558457,0,0
1.5497069970679083,0,0
2.0144636918418275,0,0
2.4054343045570503,0,0
1.2643028199638993,0,0
0.9741441289111028,0,0
1.722951250246682,0,0
1.0327647916733274,0,0
0.7888972290363325,0,0
1.7401553468010402,0,0
1.188435618277062,0,0
1.334946031900158,0,0
2.112735688607666,0,0
1.561793618804891,0,0
0.14855730066437173,0,0
1.3562850889692366,0,0
0.37832619736710627,0,0
0.762546832897972,0,0
0.8515197962665169,0,0
1.2856767995572567,0,0
1.3130166112735315,0,0
1.7010264757743707,0,0
1.3871279664648126,0,0
1.6592957203109293,0,0
0.8046866761780742,0,0
-0.47136867914167035,0,0
1.9642163572475086,0,0
2.3066113393721315,0,0
1.693054919249707,0,0
1.0366082079128172,0,0
1.4680904670113692,0,0
-0.3601207549739115,0,0
3.612019559841555,0,0
1.8035045986553244,0,0
1.188106437742747,0,0
1.1835284803200867,0,0
-0.6340692900532812,0,0
2.0977652866611027,0,0
-0.4178928842930928,0,0
-0.6644740403942816,0,0
1.3475457772478585,0,0
1.0000834929829308,0,0
1.1607477196364142,0,0
0.7583498386797491,0,0
0.6027030464084233,0,0
-0.26708476323873354,0,0
-0.3412181542669134,0,0
-0.3467652098310854,0,0
-0.37314153827084207,0,0
-0.0648047518121378,0,0
0.8205224688009213,0,0
0.6374708401795589,0,0
0.6886017086072572,0,0
0.4972677840060149,0,0
0.1276805743061341,0,0
-0.4620556937059336,0,0
0.7630690047962061,0,0
0.6987135262086808,0,0
1.1913011849235087,0,0
1.4992028316504862,0,0
0.22144852412172117,0,0
0.0021016581164971515,0,0
-1.8536691849965212,0,0
-0.3622928795657956,0,0
-1.3619436470586952,0,0
-1.5041999234479724,0,0
1.4714444976174774,0,0
-0.5324683522868394,0,0
1.3669251457236116,0,0
-0.3673900199591076,0,0
-1.484949647693865,0,0
-1.0323128437501456,0,0
-1.2657550192804266,0,0
-1.5039168369378682,0,0
-1.1205538702012088,0,0
-2.1764375058292713,0,0
-0.28305404151386726,0,0
0.9227246759296808,0,0
1.1079615161124554,0,0
0.31836883200463595,0,0
-1.2274228353845884,0,0
1.789562734031448,0,0
-0.24306576978419078,0,0
0.523599027409199,0,0
-1.3639951720415953,0,0
1.2247240786748597,0,0
-0.2745910773532967,0,0
-0.4809519596778281,0,0
0.20856354270471034,0,0
1.6251985517455176,0,0
-0.48238410014925026,0,0
1.388419662472118,0,0
1.747076545635765,0,0
0.8709670374492552,0,0
-0.11655301787930294,0,0
-1.192312039286751,0,0
-1.1420061853878083,0,0
-1.9458008863441094,0,1
-3.0892870130094066,0,1
-3.0919058120534606,0,1
-1.532701562043919,0,0
0.5601168385967672,0,0
0.3314484258829725,0,0
-2.6710748915180673,0,0
-1.1528617984056932,0,0
-1.2652185845068111,0,0
-3.979491852730582,0,1
-0.648242955882588,0,0
0.5554975370980278,0,0
-0.4239502318917645,0,0
-1.3375790867694435,0,0
