PCA1,PCA2
-1822.9999533885457,2.463130602140036
-1821.9980317317059,4.288721332468423
-1820.99877596656,4.339039190719455
-1819.9978722357373,6.505261227662046
-1818.9974770663684,7.209737508725296
-1817.9980093884515,5.3928735891127
-1816.9972907273732,6.191763984966863
-1815.9986402117065,4.109643477930538
-1814.9993414955825,2.689334039723726
-1813.999330912564,3.462126294567507
-1812.997143658842,7.46263164609735
-1811.9974388994742,7.771818935067332
-1810.996845681013,8.773058567194731
-1809.9964525668838,10.297888627196151
-1808.996724543962,9.444568662643842
-1807.9967245019106,8.831658478051681
-1806.9973094768175,8.884329277421921
-1805.996619149224,9.125033867969227
-1804.9964065497516,8.81440377776915
-1803.9962079340185,8.474956242324811
-1802.9977793434773,7.500059636622545
-1801.9977349707515,6.474369626702625
-1800.9961399928761,9.077400705740654
-1799.9967078889167,8.601899124150044
-1798.9950100257192,11.76443324977918
-1797.9962934209252,10.526249692096894
-1796.9949021208486,12.90473959054569
-1795.9967604941412,9.804562569121007
-1794.997306967598,8.370071915727758
-1793.9967565451952,9.114053583477702
-1792.995131214433,11.95428010734801
-1791.9961767152672,10.139332949135662
-1790.9976092222787,7.761918939214007
-1789.9959019191338,10.23759739838168
-1788.9970511564788,8.615096854489812
-1787.9966139778808,9.0355930745741
-1786.9970979417121,8.338729616807486
-1785.9974817398324,7.605665545264767
-1784.997206904478,7.0171982226000145
-1783.9983928502952,5.320770493521052
-1782.9973204221897,6.467379636231978
-1781.9984041287862,4.776028002771735
-1780.9977321124934,5.669274441879347
-1779.9970559160029,7.229937845276023
-1778.9961401392393,9.564862566874744
-1777.9969258312922,8.621597638566861
-1776.9977589785922,7.1004392054993755
-1775.9976412693359,6.095217787230984
-1774.9965012936445,8.248541290664035
-1773.9951341499072,11.24537466458779
-1772.9946171424053,12.384202291549617
-1771.9947658495767,11.62438077953183
-1770.9942857080569,12.503753192819051
-1769.9947229907593,12.270949281130612
-1768.9973390095802,9.223797564656957
-1767.9966772893204,8.744689533977372
-1766.9964642036139,9.056906987772415
-1765.9970077744365,8.162609503222912
-1764.9947139608485,12.099852473821484
-1763.9961725625908,10.36377700367685
-1762.9958475869316,10.75980903917485
-1761.9958519992251,10.585826973563094
-1760.996359253786,9.557680310492168
-1759.9975684754936,8.298206623716217
-1758.9971863740757,7.688423146861478
-1757.9965001601267,9.110661202495502
-1756.9961125029295,9.984905152604833
-1755.9957445408,10.14786037144818
-1754.9960881691331,9.535142766464068
-1753.99525532822,10.435978944621276
-1752.9961378696062,9.335806036229565
-1751.9957563902353,10.737109550558388
-1750.9949850758348,11.048726579148088
-1749.996160458446,9.37589201370691
-1748.994579488106,12.629311833628092
-1747.9939480707872,14.20064460640218
-1746.9933122243528,14.679840946123791
-1745.9949391031769,12.457466099647517
-1744.9953187010651,11.661704135863358
-1743.9957231016742,11.162734164914632
-1742.9961720071115,9.859443669205127
-1741.9970616021856,8.195286058295993
-1740.9968512454325,8.525101481131108
-1739.9987009808283,4.7375732555830306
-1738.9964766098565,7.976803803888847
-1737.9969021532706,8.120765129722436
-1736.9962689574131,9.46863696771987
-1735.997675847113,6.55694873254196
-1735.0000762548552,2.8735467997402955
-1733.998972297486,3.6099159018540794
-1732.9988674139058,4.612533519670121
-1731.9983380343947,6.26867850647541
-1730.9971277617296,7.937514554570693
-1729.9975465344105,6.935026895508296
-1728.9981884783738,5.404196523554175
-1727.9967648110905,8.464875848762018
-1726.9960873711025,9.73846738657165
-1725.9963111300858,9.780432011383906
-1724.9965355003733,8.599466646025675
-1723.9986118109919,6.046434222026846
-1722.9995514353432,2.6581660828461144
-1722.000052648069,1.060451674831886
-1720.9993328947057,2.1695901469011423
-1719.9988930752297,3.9626835589606557
-1718.9980428906201,5.308119793970885
-1717.9984320220574,4.729681088538414
-1716.998802539456,4.752638402962987
-1715.9995321193564,2.3276326528184184
-1714.998858622439,1.8676574646915585
-1713.9994013578726,2.6832569119731255
-1712.9998104235092,2.4447583830042836
-1711.9998325156084,1.120138614804616
-1710.999543014772,1.959073356731401
-1709.9997627636913,1.946893123374755
-1709.0003062687647,0.8977162601095703
-1707.999387483611,1.531211861969152
-1706.9994619979843,1.4552684574989474
-1706.0001405281728,0.9487694803469182
-1705.00024991791,1.7638785319945383
-1703.9992227127223,2.707088202728321
-1702.9999011600921,1.631286313543555
-1702.0002553496743,1.4043902345140253
-1701.0007353738656,0.8879994288835231
-1700.0002980976133,1.43397675660695
-1699.000336361274,1.8996125637673735
-1698.000925383858,-0.010833748710895819
-1697.0006393113654,-0.5383336298777079
-1696.0009121563344,-0.1075911745213789
-1695.0011771701938,-1.040923616592603
-1694.000694307444,-0.8764757040783833
-1693.0011087261591,-2.1499744717394575
-1692.001836175401,-2.5823629997219326
-1691.0017154244815,-2.227141817094318
-1690.0012803891404,-2.20690131406207
-1689.0011647020947,-1.2379398738835858
-1688.0008917974264,-0.5326282861742948
-1686.9994871910276,1.8210560898640296
-1685.9986686842021,3.080902505724814
-1685.0000481895404,1.2864514101677385
-1683.999930703445,0.7900112142256264
-1683.000237245873,0.7599752845015981
-1682.0003109351055,-0.25960750213774464
-1681.0007585819258,-2.8978477886342224
-1680.001028728304,-2.927457230051396
-1679.0022845262101,-4.451854671693668
-1678.0023241115596,-4.416973406864051
-1677.0035944139381,-7.307514958100868
-1676.0037397339947,-7.780372344542346
-1675.0030088780331,-6.049976610148652
-1674.0022163041795,-4.422460272573853
-1673.0022109683086,-4.509806438457637
-1672.0016179858649,-3.1674219862517647
-1671.0021301578017,-3.5384579236972113
-1670.0026080558164,-4.511820962388149
-1669.0027127841713,-4.756333187909607
-1668.0030173300293,-5.530338662534171
-1667.0027527694983,-5.953606487127812
-1666.0022224209242,-4.663529418682773
-1665.0013484246556,-3.475395083197742
-1664.0024149696583,-4.915926396516283
-1663.002217340436,-3.835999560794943
-1662.0021250753962,-4.572969891909861
-1661.002467457005,-5.163947162328628
-1660.0016568040846,-3.419919571602251
-1659.0020584199883,-5.3231711930611345
-1658.0021361444087,-5.587735434161108
-1657.0019223535528,-4.804946419575772
-1656.002802344803,-5.247464177480004
-1655.0032205289135,-5.842950407867787
-1654.0024327575702,-5.407737906474908
-1653.0024937753078,-5.952568512571873
-1652.0024049827516,-4.532984501609879
-1651.0026861386941,-5.625354042772108
-1650.0024098436625,-5.67670972439774
-1649.0014898906302,-3.707172561612949
-1648.0028099733172,-5.521880583430662
-1647.0030127567225,-5.654873678394288
-1646.0031396051163,-6.631101069192206
-1645.0037497160156,-7.131392450133403
-1644.004755396636,-8.78621086903187
-1643.0046282091753,-9.586061042856308
-1642.0048687851413,-9.800465046538871
-1641.0050797179101,-10.544630597864046
-1640.0047155889188,-9.645610472193155
-1639.0049334202158,-9.910091327711935
-1638.0047471220387,-10.446657325076949
-1637.0056233007417,-11.735670831021867
-1636.0058290756424,-11.419767952563383
-1635.0056654221517,-11.60902042873385
-1634.0049824333473,-10.941031933595703
-1633.0055673374554,-11.26052341108067
-1632.0059063005538,-12.115738971049336
-1631.0054726964809,-12.081036134040183
-1630.0048035040563,-10.631614276882779
-1629.0035527751716,-7.761655698208615
-1628.0034719536598,-7.732234459573271
-1627.0037863229481,-8.018316810636158
-1626.004334010875,-9.079958688721884
-1625.0039648376405,-8.790256318806865
-1624.0046655648985,-10.175686342402816
-1623.0041357918672,-9.066165867645179
-1622.0038998411037,-9.195744483130493
-1621.0031366616204,-7.074838605930609
-1620.0025889892604,-5.618204071205981
-1619.0027299136236,-6.330152526034909
-1618.0030757945533,-7.107863718737327
-1617.0030613594245,-7.573050989939975
-1616.0035006302787,-8.088407365011218
-1615.0024589743007,-7.127721171012722
-1614.002975272986,-7.115288821275523
-1613.0032569478462,-8.21379090749372
-1612.0035853124318,-7.901999625747886
-1611.003595423561,-8.249980912571615
-1610.003298691703,-7.774959994790099
-1609.002984239225,-6.592748594614666
-1608.0032389915614,-7.008149006085573
-1607.0035545261053,-7.891135361135375
-1606.0040419116885,-8.810723605340925
-1605.0041241440958,-8.96078866742219
-1604.004226908044,-9.426786967693022
-1603.0042438889977,-9.21642590030547
-1602.004473166795,-9.344937180774266
-1601.0042552193918,-9.278741192697922
-1600.005125546024,-10.929066742580368
-1599.0056601381148,-11.78611149071629
-1598.0054556084142,-11.521801036837982
-1597.005664330718,-12.035237928567216
-1596.0063205409497,-12.535151755927398
-1595.0057957570825,-12.19976461442241
-1594.0064167436503,-13.12665444532567
-1593.0060938097158,-12.259243156814097
-1592.0059152186768,-10.408799832878103
-1591.006046439099,-11.182395546632964
-1590.0060387399717,-11.579004808942305
-1589.0058974160347,-11.228338989718651
-1588.0061838805777,-12.27430589930822
-1587.0051714823348,-10.947126582850533
-1586.004973844254,-9.979410934841148
-1585.0042809553706,-8.583879455931527
-1584.0035930306258,-7.809273787027085
-1583.001990639048,-4.834598332039078
-1582.001824686362,-4.796581792679976
-1581.0038122897022,-7.62445297905609
-1580.0035598327377,-7.877595204465938
-1579.003837160726,-9.423690914928226
-1578.0035358773857,-7.172042787242385
-1577.0036943359846,-7.959014770231305
-1576.0043800783715,-8.519364042776687
-1575.004648760456,-9.289592415553685
-1574.0049061221835,-10.1749347410037
-1573.0051724137447,-10.973585805495077
-1572.004163894937,-9.990472374595324
-1571.0050273611996,-11.417230427101064
-1570.004898764204,-10.358529747553504
-1569.0047679603922,-9.405058355759618
-1568.004834734369,-9.637163638406975
-1567.0049800167835,-9.089492392519187
-1566.0040989947556,-8.283954301924666
-1565.004397813358,-8.435129008428177
-1564.0035598360191,-7.0710446479978755
-1563.0040232621868,-8.451534227357698
-1562.00442563451,-8.640347856903414
-1561.0043696504326,-10.512875519316125
-1560.004517014786,-10.770308185056212
-1559.0047674453672,-10.216418634700961
-1558.0050418908759,-9.802834935930367
-1557.0045376470407,-8.789249654567001
-1556.0044772495348,-8.95044646601366
-1555.0045300914135,-9.068837890390274
-1554.0036814765153,-7.4891835025079105
-1553.003435873925,-7.1053210306779695
-1552.0028268667884,-6.399125555143153
-1551.0025111096547,-5.4803689226132315
-1550.0009071647073,-2.736921018629819
-1549.0008519608527,-2.3462848622760673
-1548.0001639511793,-2.5453225935135295
-1547.0010346921445,-3.6283178173438353
-1546.0011782898328,-2.959159915389823
-1545.0029052273567,-5.504105828345566
-1544.0035618083493,-6.865927667370278
-1543.0039444613467,-7.767152893926645
-1542.0039962191186,-7.231421914283875
-1541.0037963586692,-6.820856316313697
-1540.0035643723095,-7.9960621599254145
-1539.0036346011257,-8.597770091533196
-1538.0017207190613,-5.9720793376472825
-1537.0028027659282,-7.012460406319199
-1536.0024211368327,-6.3500292289081
-1535.0031953225698,-6.013224535607551
-1534.0037756152597,-6.317251274294478
-1533.002816116321,-5.643304926451026
-1532.0023965793262,-5.259322552023348
-1531.0032280312225,-7.280416916369426
-1530.0026028630455,-7.439097070357193
-1529.0022968581652,-7.402463504370814
-1528.0022506355344,-6.472663407115541
-1527.0020270684363,-5.570406984394654
-1526.0029207361367,-5.522757385093313
-1525.0033571911445,-7.396846135034173
-1524.0028888430897,-5.907795985041065
-1523.002965302876,-6.442574611907953
-1522.001050779807,-3.7247404050189923
-1521.0011726070989,-3.307526324731767
-1520.0018863025762,-5.150368411778598
-1519.0015576784353,-4.097984039091453
-1518.0023952854826,-5.302868963410341
-1517.002212440435,-4.3925299927331105
-1516.0008773022164,-2.700381949515932
-1515.0008889387354,-2.94846104528349
-1514.0016930374186,-3.519809584060213
-1513.0013383346595,-2.525346601635298
-1512.0019583110916,-2.4206353939795155
-1511.0010310761718,-2.061801755297023
-1510.0002476792179,-0.02483385367117208
-1508.9981333808464,4.403035472922099
-1507.9983998944772,4.133006203963373
-1506.9990616288233,2.9955643678145742
-1505.9977366134517,5.799158665942095
-1504.9979031125586,5.91350362401157
-1504.0005339524178,0.4238378670828
-1502.9995865007659,2.137491646247261
-1502.0003379191003,1.289725939862925
-1500.99935818604,1.8938170843462867
-1499.9994172900879,3.094711922964457
-1498.9973578250974,6.8509508038525055
-1497.996877201811,7.852911517924769
-1496.9998623460742,2.4052904391350713
-1496.0004176863295,0.4913627300435648
-1495.000414717848,0.1854558314349264
-1494.0001120213674,1.1079992197929487
-1492.999721905333,2.44159105632711
-1491.9987112847448,4.521260205907909
-1490.9991688034424,3.713301656725057
-1489.999209818303,4.523933801773477
-1488.9992535882484,4.626653591388815
-1487.997987580442,6.058522358017308
-1486.9973392364263,6.233079794783973
-1485.998409495398,4.647775077227204
-1484.9981667137108,5.617854631062082
-1483.998493454943,5.047512184657684
-1482.9998547073665,2.6011440661299483
-1482.0005510656156,1.2008287234751078
-1480.9998370027133,0.4282313914795326
-1479.9997979622822,1.0205169088959716
-1478.9994079010467,2.877560034176872
-1477.9998886804788,2.401609149361999
-1477.0011993917615,0.6628838438645408
-1476.0012022154115,-0.25682118136145515
-1474.9989373569588,4.023394859235667
-1473.9985224592892,4.593854797536936
-1473.0000416719922,1.7052727057536732
-1472.0003310652755,1.6511345070779377
-1471.0006069067422,0.20091418721587662
-1470.000907478221,-0.6618992659396499
-1469.0003316299553,0.23929439299738942
-1467.9994098688148,1.962732407726226
-1467.000302068489,0.7954359041882562
-1465.9977819697524,5.304443092409846
-1464.997865165191,5.617015550740129
-1464.0009170780468,0.016473127519392783
-1462.999919819933,0.9859288954213206
-1461.9989121466715,2.8699563183077927
-1460.9999068486431,1.6559955533378155
-1459.9977069194429,5.2410878722079195
-1458.9984375146632,3.424530636391487
-1457.997877825248,5.277784591674483
-1456.996419448671,7.758745608578116
-1455.9960547993505,9.200162282940045
-1454.995961233075,8.838087120038775
-1453.9966454033456,8.927063942649767
-1452.9987627558003,4.600451467260065
-1451.9982867002254,4.749673520568727
-1450.997478005629,6.201446427571226
-1449.997622032639,6.077938520009855
-1448.997865772777,6.696416185446431
-1447.9977326109365,6.778004402265848
-1446.9964050290837,9.649558700648587
-1445.9964673031682,9.680931064420479
-1444.995431016123,11.484383589345137
-1443.9944139786276,13.643113017017342
-1442.9956233267476,11.925899727244012
-1441.9967887914427,9.957881503159745
-1440.9976687306626,7.804498028387075
-1439.9977628459092,7.043755639044198
-1438.9981757439273,5.896078576598313
-1437.9991071791846,3.051694682753375
-1436.9979148365055,4.51804673125483
-1435.9985030545831,4.519149021233634
-1434.9989864856434,3.399179157458989
-1433.9988769494303,3.528638884129106
-1432.9982992594742,5.011323610089834
-1431.9975661915996,7.142040698914582
-1430.9968603733141,8.953367255598105
-1429.9963735948877,8.930739972032663
-1428.998578823397,5.643929902637859
-1427.9973351087865,7.829124549301397
-1426.9963189476111,9.764369522642099
-1425.9951423851235,12.605414599021266
-1424.9945700410317,13.571939794198649
-1423.9942077869673,14.30190618118808
-1422.9945442352728,13.40956727714186
-1421.9957767542437,10.912348747935859
-1420.9968949146896,8.739979782328932
-1419.9962862729844,9.864428809397634
-1418.9958895735763,10.957755034177877
-1417.9956076989183,10.964478264105054
-1416.9945198827445,12.658337987804604
-1415.994560800791,12.835946857892388
-1414.9948900170893,12.580389017075847
-1413.994030335154,14.172101398314425
-1412.9944063355215,14.117212161161676
-1411.9955589774872,11.79197745084337
-1410.9935892838294,14.575256147108817
-1409.9934907100214,15.20478878008505
-1408.9946617725836,13.256714382073948
-1407.9963546254075,10.59073769200663
-1406.9950651938598,12.75358575352284
-1405.9949718189346,13.320664099142228
-1404.994738796504,12.88703411219155
-1403.9959664091548,11.428432952861225
-1402.9966767124133,9.266580650642346
-1401.9970617760264,7.71331027523998
-1400.9956909186767,10.458838972346488
-1399.9932682002582,15.396064880367366
-1398.992763057704,16.098767038781883
-1397.9946701960653,13.43422512202022
-1396.9947166403545,13.458261030632414
-1395.9943309349437,13.968267086321841
-1394.9955479231467,12.034692423591956
-1393.9978091419543,8.515505281949906
-1392.9971392154403,9.415555622817088
-1391.9971486646646,8.504488136587803
-1390.9965797906443,8.680249297892532
-1389.9960329459318,9.825776580391677
-1388.9962052237024,9.342929704096921
-1387.9968763952602,8.478061300648703
-1386.9974263179138,6.858477288221498
-1385.9972302906572,7.971266482604931
-1384.995335931908,10.716553878375137
-1383.995586363686,10.257828966245082
-1382.9968416118209,8.970718926051802
-1381.9972981932733,8.694545739306337
-1380.9973468474964,7.563024754938627
-1379.9961050316015,9.806704003980423
-1378.9960258796273,9.134810390049847
-1377.9957718102014,10.38745646061365
-1376.9979765439239,6.624844946802372
-1375.998609213646,4.951006370325427
-1374.997290726471,6.509989286478863
-1373.9967752613957,7.206749446130465
-1372.9976977437,5.973104831494557
-1371.9972058093263,6.897312687519642
-1370.9970178034528,7.628872810076624
-1369.9974030906196,7.048589319575892
-1368.998491602255,4.75377737505047
-1367.9980533095513,5.920860058287927
-1366.9971347041137,7.64786763380134
-1365.996025408258,10.439755394500562
-1364.9952520528495,11.624044705697612
-1363.9964990273875,9.352708754264766
-1362.9982338162226,6.492245959468375
-1361.9988448287622,4.422846494551262
-1360.9988617686067,3.3650018670835182
-1359.999962980677,1.0460947098270825
-1358.999808126293,0.6554751008093893
-1357.999477542533,1.407706061073685
-1356.9995385743678,2.4213717565639747
-1356.0003139464206,1.5855246969162184
-1354.9997372121834,2.2277688246469083
-1354.0000273441656,2.393479285276096
-1353.0006494179725,-0.2291609373675696
-1352.0006823291333,0.1779890282965555
-1350.9998313790165,1.0344541485994352
-1349.9999444685382,1.9538660123551113
-1348.9995845857266,2.4120594801001074
-1347.9989151142108,2.3765083872914188
-1346.9987740029537,3.71196724070576
-1345.998655309486,4.670088093159157
-1344.9994088504463,3.056836534029328
-1343.9998096609743,2.3510113837766484
-1342.9998353668234,0.9845887215614777
-1341.999828323278,0.5717008077661783
-1340.9997983905268,0.3775285967879096
-1340.0001177229788,-0.20918076411493391
-1339.0000095455798,0.3926793734678107
-1337.9994954350877,0.8865761399336209
-1336.9988425274605,0.9065188319738446
-1335.9997043903204,0.18384371067021021
-1335.0005112741383,-0.559837918447216
-1334.0005026701,0.31399393567478295
-1333.000317876289,0.8221636253764908
-1332.0004643195061,0.600502674223593
-1331.0006745225837,-0.4833803625308386
-1330.000982395577,-1.3378092454946673
-1329.0023369830124,-2.615104798563359
-1328.0021975264972,-2.8352759694794516
-1327.0017980381526,-2.025855319337478
-1326.0013468535726,-1.9841789128106688
-1325.0016368922588,-2.1653924773749056
-1324.0016834783346,-2.7102321348518847
-1323.0010015999687,-1.0487292982448322
-1322.0009509289812,-0.9271692921320573
-1320.9999827478532,0.12258286742821412
-1320.0010226473569,0.08370862683356961
-1319.0009675872352,-0.2981965907615516
-1317.9998005063208,1.405986774408242
-1317.0005625816484,0.7547998856750056
-1316.0000448003811,1.3262531224521705
-1315.0002543466726,0.23843440573492458
-1313.9995792045775,2.8711485070167937
-1313.0005923733988,0.32738355779721573
-1312.0002793788117,0.6926769908904857
-1311.000996729239,-0.8436814736807685
-1310.0012874956192,-1.2940444376235112
-1309.0013171971477,-2.2756109549409453
-1308.0016614489432,-3.107298483374257
-1307.0019381576494,-2.752618995942199
-1306.0022282128411,-3.4714978062786637
-1305.0024998772387,-4.28343475326843
-1304.0025422263898,-4.353345582801794
-1303.0021893656703,-4.4090985894981225
-1302.0015097371252,-2.816194272094415
-1301.0020899126685,-3.182093325015429
-1300.0021387876186,-3.5500270077049505
-1299.0029471300368,-5.356059141159808
-1298.0028045684448,-5.2572008029815445
-1297.0029337478009,-5.3141259938844145
-1296.0027506481347,-4.9056810160374775
-1295.003371008559,-6.26062278811879
-1294.00321585446,-5.583449760375692
-1293.0031185852204,-5.9637257818082015
-1292.0028808625648,-7.059304835774241
-1291.0032659423632,-6.227362098243325
-1290.0039045444282,-6.712897150711561
-1289.0041466447256,-7.279503111020239
-1288.0040245333694,-7.507756320114088
-1287.0043822106309,-7.381727793018084
-1286.0045071298591,-7.899909841839029
-1285.00361871938,-7.459976992046058
-1284.003149743945,-7.691360376372891
-1283.0039119083594,-9.036319285912636
-1282.0033034613698,-7.709545154235685
-1281.002940899758,-7.491075856762129
-1280.0033590671228,-7.595104282345221
-1279.0040672707219,-7.921856564627453
-1278.0028764944145,-6.905857156526319
-1277.002668925863,-6.618250369178669
-1276.0028640462951,-6.130522952293609
-1275.003518633901,-7.5229732242736835
-1274.0038966523716,-8.09893645937916
-1273.0031331605605,-7.533708005829941
-1272.00370558551,-8.28760314974452
-1271.0039786539528,-7.740237735935232
-1270.0036832585756,-7.0225619562199375
-1269.0033686500283,-6.073237146541898
-1268.003923854918,-7.303838463865234
-1267.00395393476,-7.637104757221862
-1266.0035523951447,-7.939249000503982
-1265.0043042346733,-8.724199936954605
-1264.0036639602476,-8.054284269477602
-1263.0018720547705,-5.480595623924011
-1262.0024379927418,-7.200301403350504
-1261.003267920525,-8.111956711077404
-1260.0039626991274,-8.234802235127713
-1259.0036584291884,-7.0108784955696235
-1258.0035950140445,-7.416624141326417
-1257.0032736318208,-6.114359960894013
-1256.0026347027597,-5.389718013743683
-1255.0023677883692,-5.2744216474846
-1254.0032698286268,-5.663424226542239
-1253.0037488040653,-7.401624694444057
-1252.0034766719,-6.803702342475442
-1251.0035793639836,-6.034544001082943
-1250.003922859487,-6.527183071203493
-1249.0036555402148,-7.407187519153704
-1248.0029596051209,-7.13889434316899
-1247.003235556982,-7.223258652615743
-1246.003270931731,-6.587827974109982
-1245.0027488309934,-6.116613630608966
-1244.0030950399341,-6.653664763725316
-1243.0030533951904,-6.794637462751571
-1242.002873636222,-5.938309949654248
-1241.0017946778462,-3.7475891926996185
-1240.0020087113953,-4.611957754987993
-1239.002587526109,-5.55567475398886
-1238.0034658225704,-6.301760616211921
-1237.0041847947832,-6.726379319800002
-1236.0040772702887,-7.54175917501895
-1235.0042016433654,-7.224546074450465
-1234.0042608703807,-8.053990106462873
-1233.0044271617116,-8.839771338825084
-1232.0041800525723,-7.489636840534476
-1231.003236640223,-7.312338908167058
-1230.0031436252357,-7.037221008105971
-1229.0041962484465,-7.645934418932568
-1228.0045995567707,-8.087170543717395
-1227.0046483520055,-8.649847483589536
-1226.0041981616196,-7.872812767818382
