BELGRADE_cloud_cover,BELGRADE_humidity,BELGRADE_pressure,BELGRADE_global_radiation,BELGRADE_precipitation,BELGRADE_sunshine,BELGRADE_temp_mean,BELGRADE_temp_min,BELGRADE_temp_max
2,0.67,1.0198,0.76,0.0,5.1,8.2,4.4,11.7
7,0.68,1.0121,0.49,0.0,1.4,8.9,3.0,11.9
5,0.79,1.0032,0.24,0.72,0.0,5.6,2.6,13.8
8,0.93,0.9988,0.24,1.79,0.0,2.6,0.6,5.5
5,0.82,1.0088,0.25,0.0,0.0,1.6,0.5,3.6
5,0.9,1.0198,0.79,0.0,5.3,-1.0,-2.3,4.2
8,0.92,1.0218,0.25,0.91,0.0,-0.8,-1.5,-0.6
8,0.82,1.0256,0.25,0.0,0.0,-0.4,-1.6,2.0
8,0.79,1.0236,0.25,0.06,0.0,-1.9,-3.0,-1.2
8,0.86,1.0285,0.25,0.02,0.0,-1.7,-3.1,-0.7
8,0.89,1.0327,0.26,0.05,0.0,-1.3,-1.9,-0.6
8,0.92,1.0263,0.26,0.16,0.0,-1.4,-2.1,-0.1
8,0.81,1.0118,0.36,0.15,0.3,-0.2,-2.0,1.3
6,0.79,1.0003,0.71,0.28,3.6,0.9,-2.9,6.2
6,0.8,1.0073,0.37,0.01,0.3,0.8,-0.4,2.3
7,0.86,1.0234,0.27,0.0,0.0,-2.6,-3.7,0.5
4,0.84,1.0285,0.73,0.0,3.6,-4.0,-6.2,-1.8
2,0.83,1.0313,0.66,0.0,2.7,-5.6,-8.1,-3.1
4,0.79,1.0361,0.5,0.0,1.0,-4.3,-7.8,-1.1
4,0.83,1.032,0.28,0.0,0.0,-4.2,-6.5,-0.2
0,0.69,1.0256,1.01,0.0,7.5,-3.2,-6.5,0.9
8,0.7,1.0248,0.28,0.1,0.0,-4.7,-5.9,-2.4
5,0.67,1.0324,0.55,0.0,1.3,-3.4,-5.8,-1.4
3,0.73,1.0274,0.49,0.0,0.8,-1.3,-4.1,2.3
1,0.76,1.022,0.96,0.0,6.1,1.8,-4.2,8.0
4,0.59,1.0138,0.74,0.04,3.0,8.6,1.5,13.3
6,0.86,1.0114,0.3,0.89,0.0,3.8,1.6,10.2
5,0.51,1.0137,0.84,0.0,4.0,8.4,1.0,11.0
3,0.54,1.0105,1.11,0.0,7.8,13.0,7.0,20.4
6,0.82,1.0078,0.31,1.58,0.0,3.8,0.4,14.0
5,0.58,1.018,1.08,0.45,7.0,3.9,-1.0,7.9
5,0.9,1.0138,0.32,0.56,0.0,4.3,3.2,6.1
6,0.71,1.0109,0.94,0.45,4.6,8.4,2.0,14.2
8,0.94,1.0223,0.32,1.73,0.0,1.6,-0.8,9.2
0,0.73,1.0322,1.2,0.0,8.0,0.9,-3.2,5.9
0,0.66,1.0243,1.27,0.0,9.0,3.7,-1.4,11.3
3,0.74,1.0336,0.81,0.0,2.7,2.5,0.6,5.6
0,0.76,1.03,1.13,0.0,6.4,0.7,-1.8,6.2
5,0.82,1.0217,0.74,0.01,1.9,2.7,-1.9,6.6
6,0.71,1.0219,1.06,0.02,5.2,4.9,0.3,8.6
4,0.57,1.0134,1.16,0.0,6.3,9.8,5.1,15.6
1,0.56,1.008,1.36,0.0,9.1,10.8,4.8,19.2
7,0.64,1.0022,0.36,0.72,0.0,10.8,8.1,14.2
1,0.62,1.0163,1.39,0.0,9.0,2.8,1.0,9.6
4,0.6,1.0176,1.36,0.0,8.4,8.1,1.2,14.3
3,0.49,1.0212,1.36,0.0,8.1,12.2,7.0,19.6
4,0.69,1.0236,0.92,0.0,2.8,10.3,8.5,14.3
4,0.64,1.0158,1.1,0.0,4.5,10.9,7.4,16.7
5,0.79,1.0206,0.4,0.0,0.0,6.9,5.6,10.2
6,0.72,1.0156,1.15,0.03,4.8,7.5,3.8,13.3
3,0.73,1.0181,1.35,0.0,7.0,8.7,4.9,13.7
8,0.6,1.0105,0.8,1.09,1.5,11.4,6.3,16.5
5,0.71,1.0197,0.83,0.02,1.6,6.9,5.2,10.6
0,0.62,1.0266,1.59,0.0,9.5,7.1,0.9,13.7
2,0.53,1.0225,1.52,0.0,8.3,11.9,4.8,19.3
1,0.66,1.0234,1.55,0.0,8.5,8.9,4.8,16.1
4,0.57,1.0156,1.45,0.15,7.0,11.9,4.4,17.6
5,0.6,1.0068,1.29,0.0,5.1,13.1,7.0,17.7
5,0.78,0.9998,0.93,0.63,1.9,9.3,8.0,13.9
3,0.68,0.9992,1.24,0.16,4.3,13.2,8.0,16.9
6,0.75,1.0164,0.8,0.03,1.0,7.2,6.0,14.9
0,0.61,1.0316,1.75,0.0,9.7,5.4,1.2,11.2
0,0.48,1.0223,1.78,0.0,10.1,11.3,3.5,17.2
7,0.47,1.0126,0.73,0.0,0.9,15.1,10.2,21.1
8,0.88,1.0091,0.45,0.68,0.0,7.4,6.2,14.5
6,0.5,1.0061,1.6,0.0,7.6,13.9,7.4,19.3
8,0.76,1.0056,0.46,0.03,0.0,8.8,6.2,13.6
6,0.85,1.0052,0.93,0.56,1.8,6.8,4.9,9.6
6,0.82,1.0083,1.36,0.07,4.9,7.6,4.3,11.4
4,0.71,1.0155,1.24,0.0,3.8,6.2,4.4,11.2
5,0.59,1.016,1.39,0.0,4.9,8.5,3.5,14.3
2,0.62,1.0216,1.68,0.0,7.4,7.9,2.5,13.6
1,0.58,1.0225,1.92,0.0,9.7,7.7,1.7,14.4
2,0.53,1.024,1.87,0.0,8.9,7.9,5.1,12.3
4,0.69,1.0241,1.94,0.0,9.5,3.4,1.0,9.3
8,0.59,1.0158,0.78,0.14,0.7,-1.0,-2.6,1.2
7,0.76,1.0104,0.64,0.0,0.2,0.6,-2.8,2.5
7,0.63,1.0106,1.54,0.47,5.3,6.1,-1.8,11.7
4,0.78,1.016,1.28,0.04,3.3,5.6,3.1,10.6
4,0.48,1.0126,2.06,0.0,9.8,12.4,3.7,18.7
5,0.47,1.0105,2.07,0.0,9.7,15.5,9.9,21.6
8,0.77,1.0081,1.21,0.44,2.6,6.8,3.6,19.1
6,0.74,1.0199,1.33,0.05,3.3,4.1,2.1,7.6
5,0.75,1.0279,1.31,0.05,3.1,3.2,1.0,8.3
6,0.78,1.0295,1.68,0.09,5.7,3.2,-0.7,8.2
8,0.76,1.0255,0.99,0.0,1.2,5.3,2.6,9.1
1,0.56,1.0164,2.3,0.0,10.9,12.6,3.2,20.2
5,0.83,1.0168,0.85,0.34,0.6,6.8,5.4,14.3
5,0.57,1.0024,1.52,0.85,4.1,12.9,5.0,17.7
7,0.67,1.0043,0.73,0.0,0.2,3.0,1.8,12.5
5,0.57,1.0024,2.04,0.03,7.9,4.6,-1.9,10.9
8,0.92,1.0116,0.6,0.55,0.0,2.1,0.3,4.4
6,0.61,1.0212,1.61,0.0,4.4,3.6,0.9,8.4
5,0.64,1.0224,1.99,0.02,7.1,4.9,-1.1,8.9
6,0.84,1.0211,0.62,0.0,0.0,8.5,4.3,10.2
1,0.43,1.0172,2.39,0.0,10.3,16.7,8.6,23.3
1,0.32,1.0158,2.5,0.0,11.1,19.6,13.7,26.6
3,0.5,1.0242,2.28,0.0,9.0,14.2,10.3,18.4
5,0.48,1.0188,2.05,0.0,7.0,16.8,11.3,21.7
4,0.62,1.0161,2.12,0.04,7.5,15.2,11.0,20.3
7,0.81,1.0081,0.88,0.89,0.4,8.0,5.6,14.2
8,0.79,1.012,0.99,0.13,0.7,4.2,1.6,6.5
6,0.59,1.0174,1.76,0.0,4.6,6.6,0.4,10.1
6,0.73,1.0204,0.67,0.05,0.0,3.8,1.9,7.8
6,0.9,1.0202,0.67,0.51,0.0,3.2,0.6,5.6
7,0.73,1.0179,1.22,0.03,1.5,5.5,2.1,8.5
5,0.72,1.0235,1.93,0.02,5.4,4.5,2.3,9.0
5,0.51,1.0189,2.54,0.0,10.0,10.0,3.6,15.5
5,0.73,1.0063,1.4,2.57,2.2,9.8,3.5,15.6
5,0.82,1.0051,0.7,0.65,0.0,8.3,7.3,13.2
3,0.5,1.009,2.58,0.0,10.0,13.4,3.4,19.0
1,0.44,1.0104,2.86,0.0,12.3,16.5,8.4,24.6
1,0.46,1.0139,2.81,0.0,11.7,16.4,10.4,23.6
0,0.36,1.0172,2.89,0.0,12.3,19.4,9.8,27.1
0,0.4,1.0184,2.92,0.0,12.4,21.9,14.5,28.6
0,0.39,1.0169,2.86,0.0,11.8,21.8,14.8,28.4
4,0.67,1.0104,2.55,0.05,9.1,17.9,14.1,24.2
7,0.78,1.0035,1.8,0.62,3.9,14.6,12.3,21.3
3,0.66,1.0004,2.38,0.22,7.7,13.6,10.7,18.7
7,0.6,1.0036,1.69,0.01,3.2,15.1,9.4,19.3
7,0.62,1.0124,2.18,0.24,6.1,15.7,12.9,21.3
2,0.73,1.018,2.77,0.05,10.4,15.5,10.1,21.7
1,0.56,1.0175,2.88,0.0,11.2,17.7,10.2,24.1
7,0.62,1.0175,2.36,0.2,6.7,17.4,12.0,23.5
5,0.81,1.0227,1.81,0.02,3.2,11.2,9.9,16.8
5,0.64,1.0272,2.29,0.0,6.1,9.6,4.5,14.1
3,0.5,1.024,2.91,0.0,10.9,13.7,5.1,18.4
3,0.58,1.0181,2.73,0.0,9.3,14.5,10.5,19.8
2,0.53,1.017,3.01,0.0,11.6,16.0,9.3,22.3
5,0.61,1.0138,2.84,0.26,10.0,18.5,12.8,27.2
3,0.62,1.014,2.97,0.0,11.0,19.6,13.0,25.8
3,0.48,1.0105,3.04,0.03,11.6,19.1,14.6,27.8
7,0.67,1.0145,0.8,0.77,0.0,13.2,12.1,15.8
7,0.79,1.0096,1.07,0.12,0.3,14.3,10.8,17.8
5,0.64,1.0013,2.63,0.0,8.0,21.1,13.2,27.2
7,0.49,0.9962,2.64,0.07,8.0,19.3,15.4,25.8
8,0.74,1.0095,1.74,0.45,2.5,11.3,8.6,18.6
5,0.74,1.0194,1.91,0.0,3.3,9.4,7.6,13.8
1,0.53,1.0181,1.69,0.0,13.0,15.4,5.5,21.4
6,0.66,1.0133,2.09,1.29,4.2,16.4,11.4,22.5
4,0.77,1.0117,2.48,0.0,6.6,15.4,12.9,21.1
8,0.85,1.01,0.97,2.07,0.1,15.4,12.1,16.8
8,0.87,1.0153,0.83,0.06,0.0,11.2,10.6,15.0
8,0.84,1.0191,0.83,0.79,0.0,10.8,9.5,12.0
8,0.96,1.0179,0.83,2.06,0.0,10.8,10.4,11.6
6,0.86,1.015,1.56,0.17,1.6,13.6,9.6,17.8
0,0.57,1.0143,1.35,0.0,13.4,17.9,9.2,25.1
2,0.54,1.0161,3.23,0.0,13.2,20.5,13.0,27.1
0,0.52,1.0164,3.21,0.0,13.2,23.6,14.6,29.8
4,0.6,1.0175,2.91,0.0,9.4,23.8,19.1,30.0
6,0.61,1.019,2.64,0.0,7.4,23.3,20.1,29.6
2,0.57,1.0177,2.43,0.0,12.0,23.4,15.7,29.4
3,0.49,1.0128,3.08,0.0,11.6,25.1,18.8,30.0
2,0.52,1.0095,3.03,0.0,12.1,25.3,19.9,31.0
6,0.63,1.0083,2.45,0.37,7.3,21.1,16.0,30.1
6,0.81,1.0116,1.93,0.23,4.3,17.3,15.6,21.6
4,0.65,1.0178,2.93,0.0,10.5,17.2,14.2,22.1
2,0.53,1.0181,2.9,0.0,10.3,19.5,13.0,24.0
5,0.48,1.0156,2.87,0.0,12.3,22.1,15.0,26.9
6,0.65,1.013,2.78,0.12,9.4,21.1,15.6,27.6
7,0.76,1.0113,1.57,0.48,2.5,18.0,15.6,24.0
5,0.79,1.0149,2.22,0.0,5.8,18.4,15.4,24.4
1,0.62,1.0136,2.21,0.0,13.0,22.0,15.2,27.6
4,0.64,1.013,2.8,0.0,9.5,23.2,17.3,28.7
2,0.57,1.0091,2.77,0.0,11.6,24.5,18.4,30.6
6,0.6,1.0083,2.03,0.05,4.7,24.0,18.2,28.9
6,0.78,1.011,2.08,0.73,5.0,19.7,17.4,24.8
3,0.66,1.0133,2.91,0.0,10.2,20.7,15.4,26.3
3,0.59,1.0134,2.78,0.0,9.3,22.0,18.0,25.4
4,0.65,1.0146,2.57,0.02,7.9,22.1,15.6,27.0
4,0.68,1.0149,2.54,0.02,7.7,20.3,17.1,26.4
2,0.59,1.0145,2.52,0.0,12.3,21.2,15.0,26.0
5,0.6,1.0193,2.73,0.0,9.0,21.3,16.0,25.7
2,0.56,1.0218,2.71,0.0,11.2,22.9,15.4,27.6
0,0.54,1.0199,3.01,0.0,13.2,23.7,16.2,30.6
5,0.75,1.0129,2.05,0.67,4.8,21.0,17.8,26.2
8,0.81,1.0141,0.73,0.29,0.0,14.1,12.9,17.8
7,0.8,1.011,1.76,0.94,3.3,18.8,13.0,23.4
7,0.81,1.0137,1.69,0.0,3.0,16.9,14.9,20.4
6,0.83,1.0135,1.97,0.79,4.4,17.7,14.6,22.1
7,0.76,1.0111,1.83,0.28,3.7,19.8,15.0,23.1
7,0.79,1.011,1.93,1.48,4.2,21.2,18.0,26.5
5,0.59,1.0114,1.93,0.0,11.5,21.7,16.4,26.4
1,0.59,1.0141,3.04,0.0,13.0,22.4,15.6,27.3
2,0.58,1.0139,3.23,0.0,11.5,24.2,16.9,30.2
2,0.58,1.0126,3.04,0.0,11.9,25.2,18.3,31.7
2,0.52,1.0074,3.04,0.02,11.3,27.7,20.2,34.8
7,0.69,1.0114,2.26,0.07,6.1,23.8,21.1,30.8
0,0.58,1.0171,2.25,0.0,12.6,24.4,18.6,29.1
7,0.57,1.0148,2.2,1.67,5.8,24.6,20.2,28.3
5,0.81,1.0171,1.63,0.0,2.8,20.4,18.0,23.9
3,0.64,1.0197,2.7,0.0,9.0,22.8,17.5,27.2
1,0.59,1.0188,2.67,0.0,12.7,24.2,18.2,30.1
0,0.55,1.0163,3.17,0.0,13.4,24.1,17.8,30.4
0,0.56,1.0111,3.25,0.0,13.4,25.2,17.3,31.6
0,0.53,1.0114,3.25,0.0,13.0,26.7,19.0,32.6
1,0.67,1.0131,2.83,0.45,10.0,26.2,20.7,32.5
3,0.58,1.0118,2.95,0.28,10.9,25.7,21.5,34.3
6,0.7,1.0105,2.39,0.88,7.1,25.8,20.2,31.0
4,0.76,1.0106,2.57,0.0,8.3,24.1,19.2,29.2
4,0.62,1.0118,2.71,0.0,9.3,25.0,20.5,29.9
1,0.57,1.0149,3.05,0.0,11.8,25.0,18.1,30.1
1,0.57,1.0181,3.03,0.0,11.7,24.5,19.5,28.8
2,0.58,1.0194,3.03,0.0,11.7,25.1,18.8,30.6
1,0.57,1.0184,2.98,0.0,12.8,25.1,18.4,31.2
2,0.51,1.0149,2.67,0.0,9.2,27.0,18.5,32.4
0,0.52,1.014,2.64,0.0,13.2,26.8,21.5,33.3
1,0.65,1.0177,3.07,0.0,12.2,24.1,20.0,28.9
0,0.62,1.0169,3.02,0.0,11.9,25.0,19.4,30.4
1,0.58,1.0163,3.03,0.0,12.0,25.6,19.0,31.8
1,0.51,1.0169,3.08,0.0,12.5,25.2,18.0,31.8
1,0.45,1.0147,3.13,0.0,12.9,26.2,17.4,31.9
6,0.58,1.0132,2.45,0.0,8.0,24.8,17.7,30.7
8,0.71,1.0135,1.28,0.0,1.6,21.9,19.6,26.4
7,0.67,1.0146,1.14,0.0,1.1,22.6,19.6,26.4
5,0.61,1.0124,1.68,0.0,3.5,23.7,20.4,30.3
2,0.61,1.0121,2.52,0.0,8.7,23.6,17.8,30.6
4,0.61,1.0111,2.72,0.0,10.2,21.5,17.7,26.5
1,0.56,1.0111,2.96,0.0,12.1,22.4,14.4,28.7
4,0.69,1.0153,2.6,0.6,9.4,21.0,17.8,29.5
2,0.59,1.0158,2.84,0.0,11.3,23.4,18.2,29.7
2,0.52,1.0143,3.0,0.0,12.6,25.7,17.3,32.1
3,0.5,1.0118,2.8,0.0,11.1,27.8,20.6,33.6
6,0.71,1.0157,2.55,1.22,9.3,22.9,19.7,28.3
4,0.8,1.0199,1.79,0.98,4.4,20.7,17.9,26.2
3,0.62,1.0212,2.84,0.0,11.7,22.7,17.0,28.3
0,0.44,1.0206,2.91,0.0,12.3,21.0,16.5,28.2
0,0.48,1.0182,2.92,0.0,12.5,21.1,13.0,28.2
2,0.48,1.013,2.86,0.0,12.1,25.1,17.2,31.1
6,0.58,1.012,2.03,0.74,6.1,24.7,18.3,30.5
8,0.82,1.0145,1.12,0.24,1.3,18.1,16.6,23.6
6,0.71,1.015,1.77,0.0,4.6,20.5,16.5,25.2
6,0.57,1.0162,2.03,0.0,6.3,22.9,16.9,28.0
7,0.52,1.0156,1.27,0.22,2.0,24.5,20.4,29.4
7,0.76,1.015,1.75,1.28,4.6,21.0,18.5,27.7
5,0.78,1.0146,1.99,0.0,6.2,21.0,16.7,26.0
2,0.72,1.0155,2.59,0.0,10.7,23.6,17.8,29.3
0,0.65,1.0158,2.65,0.0,11.3,24.9,18.9,31.0
3,0.61,1.0124,2.33,0.0,8.9,24.9,19.7,31.7
5,0.61,1.0093,1.9,0.15,5.9,24.5,19.8,29.7
8,0.91,1.008,0.58,1.19,0.0,19.0,18.4,23.6
3,0.71,1.0118,2.17,0.07,7.9,18.8,15.2,25.0
6,0.63,1.0042,2.27,0.23,8.8,18.6,13.9,30.4
7,0.72,1.0093,1.26,0.0,2.3,14.0,11.4,17.9
5,0.63,1.0136,2.01,0.0,7.0,14.0,11.9,18.3
4,0.74,1.0159,1.6,0.0,4.3,12.9,10.3,18.5
6,0.62,1.013,2.21,0.07,7.9,15.7,9.0,21.8
6,0.64,1.0138,1.84,0.14,5.3,16.6,11.8,22.0
5,0.63,1.0107,2.32,0.0,9.0,19.4,13.0,26.4
7,0.78,1.0061,1.24,0.32,1.9,16.5,13.8,20.8
2,0.67,1.0098,2.32,2.56,9.3,17.0,10.2,22.0
5,0.79,1.0069,1.56,0.06,3.8,15.5,13.1,20.1
1,0.64,1.012,2.52,0.0,11.3,18.7,11.4,25.5
2,0.53,1.0083,2.41,0.47,10.5,22.9,15.0,29.5
5,0.92,1.01,1.15,1.22,1.7,16.2,15.5,22.7
2,0.72,1.0164,2.46,0.0,11.2,16.4,12.9,23.7
1,0.63,1.0166,2.44,0.0,11.2,18.9,11.3,27.2
0,0.64,1.0182,2.37,0.0,10.7,20.4,12.9,28.6
2,0.56,1.0155,2.22,0.0,9.5,23.3,16.8,29.5
5,0.65,1.0088,2.26,1.81,10.0,21.9,18.3,29.8
6,0.77,1.0083,1.1,0.25,1.7,16.2,14.8,19.7
1,0.67,1.0144,2.25,0.14,10.3,19.1,12.7,26.8
7,0.77,1.0165,1.51,0.0,4.3,18.4,14.7,23.7
3,0.76,1.0214,1.97,0.0,8.0,18.5,14.5,24.5
3,0.72,1.018,1.88,0.02,7.4,14.9,12.0,20.4
8,0.84,1.0119,0.53,0.98,0.0,15.7,13.8,17.7
5,0.77,1.0125,1.76,0.9,6.6,17.8,13.2,26.2
5,0.79,1.0182,1.4,0.21,4.0,14.0,12.6,18.7
6,0.76,1.0203,1.15,0.0,2.4,13.3,10.4,17.6
2,0.75,1.0203,1.87,0.0,8.0,12.7,8.1,20.0
5,0.72,1.0187,1.13,0.01,2.4,14.9,10.7,20.6
5,0.72,1.0218,1.01,0.0,1.8,14.9,13.0,20.8
0,0.72,1.0188,2.01,0.0,9.8,15.6,9.5,22.9
3,0.63,1.0142,1.86,0.0,8.5,15.0,10.4,23.4
7,0.8,1.0153,0.48,0.1,0.0,9.0,8.2,12.6
2,0.64,1.018,1.94,0.0,9.7,9.6,4.7,16.4
4,0.62,1.017,1.65,0.03,7.0,10.0,8.0,16.8
3,0.62,1.0255,1.39,0.0,4.9,11.7,3.6,19.8
4,0.58,1.0257,1.88,0.0,9.6,18.0,10.1,24.8
5,0.63,1.024,1.12,0.0,3.0,17.7,15.0,23.5
3,0.6,1.0221,1.79,0.0,9.0,17.7,13.3,25.4
0,0.59,1.0243,1.87,0.0,10.1,17.9,13.0,25.7
1,0.61,1.0273,1.8,0.0,9.5,17.4,12.9,23.9
0,0.74,1.0286,1.76,0.0,9.3,16.0,11.1,23.2
5,0.76,1.0262,1.35,0.0,5.4,16.8,12.3,23.0
4,0.79,1.0253,1.53,0.0,7.2,16.4,11.8,23.4
0,0.75,1.0266,1.68,0.0,9.0,17.0,11.2,24.1
1,0.65,1.0263,1.76,0.0,10.1,16.9,10.2,23.9
0,0.66,1.0245,1.76,0.0,10.3,17.6,11.3,27.0
0,0.74,1.0222,1.64,0.0,9.1,15.5,10.0,23.0
8,0.92,1.0225,0.4,0.0,0.0,13.3,11.4,14.4
4,0.74,1.0257,0.62,0.0,0.7,15.0,13.4,19.4
0,0.7,1.0287,1.57,0.0,8.9,14.1,10.2,21.2
0,0.66,1.0288,1.55,0.0,8.8,13.6,9.1,20.8
3,0.81,1.028,1.07,0.0,4.0,13.8,8.0,19.4
3,0.75,1.0219,1.33,0.0,6.7,14.3,10.4,21.6
3,0.65,1.022,1.42,0.0,7.9,12.6,9.4,18.7
1,0.66,1.0284,1.51,0.0,9.1,8.8,4.5,15.8
0,0.57,1.0334,1.49,0.0,9.1,8.3,5.2,15.2
0,0.55,1.0314,1.49,0.0,9.3,7.6,3.3,15.1
2,0.54,1.0274,1.46,0.0,9.1,8.0,3.5,16.0
5,0.71,1.0273,0.59,0.0,0.9,6.6,4.9,11.4
0,0.72,1.0247,1.36,0.0,8.2,7.6,1.8,15.7
2,0.67,1.0209,1.17,0.0,6.1,8.3,3.2,16.4
2,0.63,1.0188,1.14,0.0,6.0,10.5,3.5,17.7
4,0.67,1.0193,1.26,0.0,7.5,14.4,7.3,21.8
8,0.9,1.0223,0.32,0.0,0.0,12.5,12.0,14.8
3,0.75,1.0167,0.91,0.0,3.8,10.3,8.6,16.0
6,0.88,1.0044,0.32,0.3,0.0,8.6,7.7,14.7
5,0.69,1.0055,1.1,0.15,6.2,6.0,4.0,11.9
8,0.81,1.0104,0.31,0.13,0.0,2.6,1.0,4.3
8,0.89,1.0154,0.3,2.01,0.0,0.1,-0.9,2.9
8,0.96,1.0154,0.3,1.53,0.0,-0.2,-1.6,0.3
8,0.94,1.0144,0.3,0.55,0.0,0.9,-0.1,3.1
6,0.75,1.0192,0.88,0.02,4.3,0.0,-1.6,5.3
2,0.78,1.0223,1.04,0.0,6.3,-0.6,-3.0,5.2
6,0.71,1.0243,0.86,0.03,4.2,2.9,-3.5,8.9
5,0.71,1.0236,0.28,0.0,0.0,7.5,3.4,9.5
6,0.68,1.0202,0.54,0.0,1.3,8.9,4.7,13.4
5,0.86,1.0212,0.27,0.0,0.0,6.0,4.8,9.5
6,0.86,1.0166,0.27,0.04,0.0,6.0,3.3,9.6
8,0.84,1.0157,0.27,0.0,0.0,7.7,5.4,8.5
5,0.62,1.0116,0.93,0.0,5.8,14.1,4.1,20.1
8,0.73,1.0044,0.26,0.27,0.0,14.7,13.9,19.7
7,0.82,1.008,0.26,0.55,0.0,4.4,1.7,15.4
6,0.63,1.0198,0.92,0.0,6.0,1.2,-2.2,3.9
7,0.83,1.0183,0.4,0.04,0.6,1.2,-0.3,5.4
8,0.84,1.0311,0.25,0.0,0.0,0.8,-0.8,2.1
4,0.86,1.0333,0.84,0.0,5.2,-1.5,-3.4,3.7
6,0.9,1.0312,0.25,0.0,0.0,-3.0,-4.9,-1.6
3,0.87,1.0301,0.64,0.0,2.9,-4.1,-6.4,-1.0
7,0.9,1.0271,0.24,0.0,0.0,-3.5,-6.2,-1.2
5,0.74,1.0228,0.76,0.0,4.5,2.6,-5.4,8.4
6,0.58,1.0183,0.81,0.03,5.3,11.0,4.1,17.1
6,0.71,1.0164,0.84,0.05,5.8,10.8,9.2,17.4
8,0.91,1.0208,0.23,0.0,0.0,7.3,5.7,9.7
8,0.89,1.0262,0.23,0.3,0.0,5.5,4.9,6.7
8,0.83,1.0301,0.26,0.25,0.0,2.8,1.6,6.0
8,0.85,1.0302,0.25,0.0,0.0,2.4,0.5,3.7
8,0.85,1.0242,0.25,0.12,0.0,3.6,2.5,4.7
8,0.95,1.0161,0.25,1.23,0.0,0.6,-0.2,3.6
6,0.85,1.0171,0.25,0.13,0.0,-0.7,-1.3,0.9
8,0.71,1.0205,0.25,0.04,0.0,-1.4,-2.4,-0.3
7,0.71,1.0264,0.25,0.0,0.0,0.9,-1.4,2.3
3,0.72,1.0341,0.35,0.0,0.3,1.0,0.0,3.6
0,0.69,1.0366,0.89,0.0,7.4,-0.8,-2.3,3.6
1,0.73,1.037,0.83,0.0,6.2,-1.5,-4.1,2.5
8,0.85,1.0293,0.24,0.32,0.0,-0.7,-3.9,-0.4
8,0.83,1.0223,0.24,0.04,0.0,-0.6,-1.9,1.5
8,0.72,1.0205,0.24,0.13,0.0,0.7,-2.3,2.3
5,0.73,1.0204,0.65,0.08,3.4,2.8,0.8,7.5
8,0.94,1.0305,0.24,0.0,0.0,0.4,-0.1,1.3
8,0.9,1.0314,0.24,0.01,0.0,0.8,-0.2,1.3
1,0.71,1.0261,0.87,0.0,7.2,1.3,-0.2,6.2
7,0.83,1.0169,0.34,0.0,0.3,3.6,-0.9,6.0
8,0.96,1.0143,0.24,1.05,0.0,0.7,0.3,4.1
4,0.84,1.0152,0.69,0.25,4.2,3.1,0.3,6.7
7,0.75,1.0238,0.24,0.21,0.0,1.2,-0.2,4.2
6,0.78,1.0179,0.34,0.0,0.3,4.5,-0.4,5.6
8,0.55,1.0052,0.24,0.0,0.0,13.7,5.6,17.6
5,0.47,1.0011,0.59,0.0,2.7,15.6,13.4,19.7
8,0.65,0.9988,0.41,0.45,0.8,13.9,12.0,18.2
8,0.85,0.9964,0.32,0.57,0.2,10.8,7.2,17.5
8,0.94,1.0056,0.24,1.52,0.0,0.7,-0.1,7.2
7,0.83,1.0185,0.66,0.0,3.5,-2.9,-4.2,0.1
8,0.9,1.0233,0.24,0.01,0.0,-4.5,-5.6,-4.0
7,0.73,1.0189,0.39,0.0,0.6,-3.7,-4.6,-1.9
7,0.83,1.0065,0.24,0.3,0.0,-0.1,-4.1,2.6
8,0.94,1.0029,0.24,0.94,0.0,1.6,-0.6,2.0
8,0.92,1.0082,0.25,0.04,0.0,1.5,0.6,2.2
8,0.93,1.0168,0.25,0.42,0.0,-1.6,-2.7,1.6
8,0.92,1.0203,0.25,0.36,0.0,-2.0,-3.0,-1.4
4,0.84,1.0183,0.42,0.02,0.7,-3.9,-5.9,-0.8
1,0.78,1.0155,0.89,0.0,6.9,-1.8,-6.4,1.6
7,0.78,1.0156,0.25,0.58,0.0,1.2,-2.0,2.2
7,0.75,1.0186,0.41,0.0,0.6,1.8,1.2,3.2
5,0.74,1.0225,0.7,0.0,3.5,3.9,1.0,7.3
3,0.72,1.0221,0.86,0.0,6.0,5.2,2.7,9.5
7,0.71,1.0206,0.44,0.0,0.7,5.2,4.1,8.0
5,0.7,1.0188,0.37,0.0,0.3,4.1,2.6,7.5
2,0.66,1.0232,0.91,0.0,6.4,2.6,0.9,7.1
5,0.76,1.0295,0.74,0.0,3.8,1.2,-0.7,5.6
4,0.69,1.0332,0.96,0.0,7.1,0.3,-1.9,3.2
8,0.85,1.0327,0.27,0.0,0.0,-1.5,-2.3,0.5
8,0.86,1.0347,0.28,0.0,0.0,-3.5,-4.4,-2.2
5,0.71,1.0268,0.84,0.0,4.8,-0.7,-5.4,2.4
6,0.78,1.0201,0.45,0.0,0.6,-0.1,-1.9,2.3
8,0.78,1.0222,0.29,0.0,0.0,-1.5,-2.8,0.4
8,0.76,1.0261,0.29,0.0,0.0,-1.8,-2.9,0.6
4,0.74,1.0279,0.72,0.0,2.8,-2.6,-4.7,1.4
5,0.66,1.0271,1.02,0.0,6.8,-3.2,-5.5,1.2
8,0.79,1.0185,0.3,0.5,0.0,-3.6,-4.5,-2.6
8,0.9,1.0165,0.3,0.23,0.0,-1.8,-3.6,-0.4
