BELGRADE_cloud_cover,BELGRADE_humidity,BELGRADE_pressure,BELGRADE_global_radiation,BELGRADE_precipitation,BELGRADE_sunshine,BELGRADE_temp_mean,BELGRADE_temp_min,BELGRADE_temp_max
8,0.88,1.0129,0.59,2.57,0.0,15.5,13.9,21.2
6,0.81,1.0151,1.73,0.2,4.6,18.0,13.9,21.7
8,0.95,1.0164,0.72,0.62,0.3,18.5,15.7,21.2
5,0.77,1.014,2.23,0.62,6.3,22.4,17.2,26.8
2,0.49,1.0129,3.1,0.0,12.1,25.6,18.2,31.5
3,0.68,1.0111,3.04,1.87,11.7,22.6,17.5,31.1
5,0.72,1.0102,2.62,0.0,7.0,22.5,17.3,28.4
5,0.82,1.0117,1.96,0.0,4.5,21.2,18.2,26.7
4,0.77,1.0118,2.75,2.97,9.0,21.5,18.7,27.8
4,0.79,1.0121,2.62,0.0,8.5,22.3,18.0,26.7
7,0.9,1.0119,1.64,1.21,4.4,21.2,19.4,27.1
6,0.84,1.0136,1.81,0.18,3.4,21.9,19.0,26.8
3,0.72,1.0141,3.05,0.0,11.8,24.6,17.9,29.2
3,0.72,1.0133,2.73,0.48,8.9,25.0,19.8,30.7
6,0.84,1.0127,1.71,1.3,4.7,21.5,19.7,27.6
8,0.93,1.0117,0.4,0.34,0.0,18.8,17.9,20.2
7,0.82,1.0124,1.42,0.01,1.0,21.1,18.0,24.4
4,0.77,1.0114,2.16,0.02,5.5,23.0,19.2,28.7
5,0.83,1.015,1.91,0.01,5.0,20.7,18.2,25.6
5,0.74,1.0108,2.01,0.05,5.4,22.5,18.0,27.2
5,0.79,1.009,2.43,0.0,6.4,22.5,18.0,27.3
2,0.69,1.0101,3.08,0.0,11.5,22.8,17.9,27.7
6,0.74,1.007,1.46,2.2,4.1,20.7,17.1,28.8
7,0.83,1.017,1.97,0.39,5.6,17.0,13.6,21.9
4,0.69,1.0204,2.39,0.0,7.8,17.4,13.2,22.1
2,0.66,1.0173,2.86,0.0,11.1,19.0,13.1,24.3
3,0.68,1.0153,2.84,0.0,8.9,19.9,15.4,25.4
2,0.64,1.0172,3.04,0.0,11.8,23.0,16.0,29.0
1,0.71,1.0192,2.9,0.0,12.0,23.8,18.5,29.9
1,0.7,1.0197,2.74,0.0,11.0,24.7,17.8,30.6
0,0.67,1.019,2.93,0.0,11.8,25.1,18.4,31.4
0,0.67,1.0193,2.83,0.0,11.6,25.6,18.6,32.2
0,0.73,1.0187,2.62,0.0,10.1,25.4,20.6,31.5
2,0.65,1.0175,2.82,0.0,11.1,24.3,19.3,30.7
0,0.5,1.0148,2.95,0.0,12.1,27.7,17.9,34.6
0,0.49,1.012,2.88,0.14,11.5,27.2,22.7,34.9
5,0.69,1.0132,2.62,0.08,9.3,23.7,20.2,28.0
6,0.72,1.009,1.84,0.43,6.0,20.8,18.8,24.2
7,0.81,1.0056,0.97,0.74,1.0,16.0,14.0,20.0
7,0.91,1.0039,0.81,3.12,0.1,14.0,12.9,16.7
8,0.95,1.0102,0.22,2.48,0.0,12.9,12.5,13.6
8,0.94,1.0145,0.24,0.31,0.0,13.9,12.5,15.0
6,0.81,1.0203,1.59,0.0,2.5,14.3,11.6,18.7
4,0.79,1.021,1.99,0.0,6.8,16.6,10.5,22.0
4,0.8,1.0188,2.15,0.0,6.6,17.1,13.0,22.6
3,0.77,1.0177,2.35,0.0,10.3,16.6,12.5,21.7
1,0.7,1.0193,2.51,0.0,10.8,15.8,11.9,22.4
6,0.64,1.0179,2.31,0.0,7.2,19.1,12.8,24.8
3,0.65,1.016,2.33,0.11,9.3,21.6,14.6,26.4
7,0.76,1.0131,1.16,0.8,0.6,19.3,16.6,23.6
7,0.89,1.0142,0.52,0.97,1.3,15.5,13.4,18.4
4,0.85,1.0197,1.81,0.0,4.6,14.8,12.4,19.8
2,0.76,1.0226,2.39,0.0,10.4,15.7,10.4,22.3
3,0.69,1.0202,2.29,0.0,9.2,18.9,11.2,24.2
1,0.66,1.0175,2.18,0.0,8.1,19.4,14.7,24.4
4,0.68,1.0175,2.15,0.04,8.4,19.8,13.5,26.1
2,0.69,1.0196,2.43,0.0,8.9,19.6,15.8,25.0
1,0.6,1.0191,2.3,0.0,9.7,21.3,15.0,26.7
5,0.64,1.0172,2.06,0.0,6.2,22.4,17.6,27.7
8,0.7,1.0129,0.9,0.56,0.8,19.1,16.4,24.2
4,0.74,1.0126,2.08,0.14,8.6,19.9,15.7,25.8
8,0.85,1.0159,0.65,0.17,0.0,14.4,11.4,19.8
7,0.87,1.0201,0.51,0.11,0.0,10.3,9.8,11.5
8,0.78,1.0165,0.93,0.0,0.0,11.6,10.0,14.6
1,0.7,1.0139,2.02,0.0,7.4,12.3,6.8,18.4
6,0.73,1.0125,1.07,0.24,1.9,13.5,8.1,17.0
8,0.9,1.013,0.6,0.58,0.1,16.0,13.3,20.2
8,0.83,1.0206,0.66,0.0,0.0,14.8,13.3,16.2
4,0.81,1.0198,1.05,0.03,0.7,14.1,12.2,18.8
5,0.76,1.0191,1.73,0.0,2.7,15.6,10.0,20.8
2,0.83,1.0204,1.79,0.0,5.7,15.7,12.4,21.2
3,0.85,1.025,1.71,0.76,3.3,15.2,10.7,20.9
3,0.82,1.0254,1.91,0.0,6.8,13.4,10.2,19.5
7,0.85,1.016,0.91,0.6,0.4,13.1,10.4,17.2
5,0.87,1.0148,0.9,0.04,0.1,8.7,7.1,12.6
5,0.81,1.016,1.6,0.0,6.3,8.4,5.3,14.2
7,0.75,1.0188,1.38,0.91,3.7,10.9,4.9,15.3
8,0.94,1.0158,0.19,0.62,0.0,9.5,8.7,11.2
5,0.8,1.0169,1.33,0.05,4.7,9.4,6.6,15.0
4,0.69,1.0238,1.94,0.0,9.4,9.3,4.1,14.3
7,0.73,1.025,1.31,0.0,1.1,10.6,4.6,15.0
2,0.71,1.0222,1.85,0.0,8.3,11.4,8.3,18.0
5,0.75,1.0233,1.67,0.01,6.1,10.4,7.6,16.1
8,0.74,1.0223,0.49,0.05,0.0,9.4,7.6,11.7
8,0.91,1.0181,0.26,1.56,0.0,3.8,3.5,9.1
8,0.96,1.0188,0.27,1.88,0.0,7.2,3.8,7.9
8,0.96,1.0233,0.23,2.59,0.0,8.9,7.4,10.0
8,0.94,1.0257,0.39,0.08,0.0,9.6,8.3,11.4
6,0.88,1.0254,0.78,0.03,1.2,10.5,7.4,13.4
8,0.89,1.0199,0.42,0.12,0.0,11.9,10.2,13.5
8,0.97,1.0145,0.16,2.41,0.0,11.8,11.3,12.2
5,0.81,1.0126,1.32,0.0,5.2,14.0,8.6,18.6
5,0.64,1.0114,0.8,0.03,1.8,17.4,12.5,23.7
6,0.65,1.0105,1.19,0.41,4.4,18.9,15.4,25.6
5,0.81,1.0158,0.52,0.02,0.0,9.3,8.2,17.1
1,0.73,1.0215,1.55,0.0,7.9,8.9,3.5,14.7
7,0.73,1.0274,0.67,0.0,0.7,9.8,4.7,12.2
3,0.78,1.0272,1.0,0.0,1.7,8.0,5.7,13.2
5,0.72,1.018,1.37,0.0,7.1,10.0,4.2,14.4
5,0.74,1.0206,0.84,0.05,2.1,3.9,2.5,10.8
0,0.61,1.0173,1.72,0.0,9.3,5.9,-0.8,11.2
8,0.81,1.0085,0.24,2.67,0.0,4.3,1.4,8.8
7,0.81,1.0135,0.24,0.19,0.0,3.4,0.8,4.7
7,0.89,1.018,0.29,0.05,0.0,4.2,1.3,6.3
6,0.66,1.0222,0.95,0.0,2.7,9.7,4.1,14.7
1,0.74,1.0246,1.3,0.0,8.8,9.1,4.3,15.6
1,0.63,1.0265,1.51,0.0,8.9,10.8,4.3,18.4
0,0.61,1.0234,1.55,0.0,9.2,11.1,5.9,17.9
5,0.63,1.0164,1.19,0.0,5.8,13.6,7.6,18.7
6,0.71,1.0159,1.12,0.0,3.9,13.8,10.2,19.1
8,0.91,1.0218,0.36,0.0,0.0,10.6,8.7,13.0
1,0.73,1.0244,1.27,0.0,7.4,10.2,7.0,15.6
0,0.7,1.0258,1.33,0.0,8.0,10.0,4.3,15.3
4,0.85,1.0262,1.08,0.0,4.1,8.7,3.5,13.9
4,0.81,1.0271,0.85,0.0,0.3,8.2,6.3,12.6
4,0.71,1.0264,1.22,0.0,5.2,10.0,4.0,15.2
0,0.79,1.0281,1.1,0.0,6.7,9.7,4.1,15.4
5,0.71,1.028,1.02,0.0,4.9,12.5,5.7,17.6
2,0.7,1.0279,1.17,0.0,7.9,12.6,8.9,18.1
1,0.73,1.0237,1.2,0.0,8.5,12.3,8.4,19.7
3,0.85,1.0255,0.96,0.0,6.3,9.7,6.0,15.1
2,0.78,1.022,1.12,0.0,7.1,9.2,3.4,17.0
2,0.64,1.0139,1.18,2.08,7.2,13.4,4.5,18.4
5,0.88,1.0115,0.22,0.14,0.0,5.4,4.4,15.8
5,0.54,1.0115,1.07,0.0,5.4,10.3,1.9,13.5
6,0.49,1.0111,0.62,0.0,2.4,16.4,12.5,20.4
8,0.76,1.0128,0.37,0.57,0.1,9.9,5.4,17.0
4,0.72,1.024,1.05,0.0,7.4,3.7,2.1,7.7
6,0.56,1.0157,0.73,0.0,3.8,13.5,2.8,17.2
7,0.69,1.009,0.48,1.18,1.5,9.8,5.3,17.7
6,0.8,1.0223,0.81,0.0,4.6,2.2,0.4,5.6
7,0.68,1.0146,0.62,0.47,0.4,5.5,0.5,7.6
7,0.78,1.0069,0.71,0.02,4.5,9.3,6.0,13.5
8,0.82,1.0117,0.3,0.04,0.0,11.5,8.3,16.0
8,0.94,1.0155,0.19,0.53,0.0,7.5,6.3,10.6
8,0.96,1.014,0.24,1.54,0.0,2.9,0.6,6.3
8,0.8,1.0171,0.45,0.03,0.5,2.9,0.8,4.7
7,0.86,1.0283,0.25,0.06,0.0,0.2,-1.1,2.7
2,0.67,1.0349,0.98,0.0,7.7,1.8,0.5,5.0
3,0.59,1.028,0.96,0.0,5.8,2.3,-0.7,8.1
1,0.6,1.0255,1.0,0.0,8.4,3.9,-2.0,9.5
3,0.61,1.0198,0.81,0.0,4.9,6.9,3.2,12.4
6,0.59,1.0159,0.31,0.02,0.0,9.3,6.0,11.1
6,0.71,1.0175,0.48,0.0,0.1,10.3,8.3,13.3
1,0.75,1.0201,0.95,0.0,8.1,9.6,6.8,15.4
2,0.75,1.0234,0.91,0.0,6.8,10.2,6.3,16.0
3,0.78,1.0235,0.81,0.0,6.5,8.3,6.2,13.6
8,0.97,1.0282,0.25,0.02,0.0,6.0,3.7,6.6
3,0.73,1.0232,0.82,0.0,7.2,5.3,4.0,9.1
1,0.69,1.0214,0.88,0.0,7.2,6.5,2.9,11.0
5,0.68,1.0206,0.61,0.0,0.3,7.6,4.2,12.7
8,0.84,1.0307,0.37,0.0,0.2,5.0,3.1,6.7
8,0.79,1.0322,0.5,0.0,2.4,5.7,4.4,8.2
8,0.91,1.034,0.24,0.0,0.0,4.6,3.7,5.3
8,0.8,1.037,0.15,0.0,0.0,4.8,4.6,5.2
8,0.79,1.0384,0.18,0.0,0.0,3.5,2.8,4.6
8,0.82,1.0362,0.14,0.0,0.0,0.9,0.4,2.8
8,0.83,1.0357,0.22,0.0,0.0,0.4,-0.6,1.1
8,0.87,1.0351,0.24,0.0,0.0,0.4,-0.5,1.3
8,0.82,1.0325,0.24,0.0,0.0,-0.2,-0.6,0.4
8,0.92,1.0347,0.24,0.04,0.0,0.0,-1.4,0.6
3,0.75,1.0403,0.47,0.0,3.3,-0.6,-2.6,2.6
0,0.66,1.0427,0.94,0.0,7.5,-2.4,-4.3,0.7
5,0.76,1.0409,0.68,0.0,3.4,-2.1,-5.5,-0.2
0,0.74,1.0361,0.89,0.0,6.8,-0.7,-6.2,3.8
5,0.94,1.0343,0.4,0.0,0.0,-2.9,-6.1,-0.6
7,0.89,1.0324,0.38,0.0,0.0,-2.0,-4.0,0.5
7,0.89,1.0336,0.41,0.0,0.0,-0.4,-3.0,0.9
7,0.82,1.0357,0.41,0.0,1.2,0.5,-1.9,2.5
0,0.72,1.0364,0.95,0.0,7.2,-3.3,-4.8,0.8
0,0.75,1.0358,0.95,0.0,7.3,-3.4,-6.1,0.8
1,0.65,1.0406,0.9,0.0,6.3,-2.3,-5.5,2.2
5,0.56,1.0397,0.63,0.0,2.5,-0.1,-3.4,3.4
3,0.5,1.0366,0.77,0.0,4.3,2.7,-1.4,7.0
6,0.46,1.0319,0.46,0.0,1.0,3.3,1.0,7.0
8,0.82,1.0277,0.35,0.0,0.0,2.3,1.6,3.3
8,0.95,1.0291,0.17,0.27,0.0,0.5,0.0,1.7
8,0.96,1.0338,0.25,0.02,0.0,0.2,0.0,0.6
8,0.92,1.0375,0.15,0.0,0.0,0.2,0.0,0.7
8,0.91,1.0362,0.18,0.0,0.0,-0.7,-1.0,0.0
8,0.93,1.0352,0.16,0.0,0.0,-0.1,-1.0,0.1
8,0.93,1.0314,0.26,0.07,0.0,-0.7,-1.1,0.0
8,0.85,1.0312,0.26,0.02,0.0,-1.0,-1.5,-1.0
8,0.88,1.0267,0.15,0.0,0.0,-0.5,-1.5,-0.1
8,0.86,1.0304,0.38,0.0,0.0,0.9,-0.6,2.0
0,0.72,1.0321,0.95,0.0,7.5,-1.2,-3.5,2.2
0,0.76,1.0305,1.2,0.0,7.6,-1.0,-5.0,3.4
6,0.7,1.0184,0.8,0.0,2.9,0.2,-5.6,4.1
8,0.78,1.0151,0.4,0.48,0.0,-1.3,-2.1,1.6
5,0.77,1.0173,1.0,0.0,5.0,-0.6,-3.2,2.3
6,0.79,1.0168,0.53,0.45,0.7,2.1,-1.2,4.5
8,0.96,1.0163,0.28,0.03,0.0,2.6,0.2,4.8
6,0.83,1.0147,0.78,0.0,1.2,3.7,1.2,6.6
6,0.75,1.0206,0.79,0.0,2.7,3.2,2.2,6.3
3,0.74,1.0238,0.92,0.0,6.2,1.9,0.3,6.5
8,0.78,1.0292,0.37,0.0,0.0,0.6,-1.1,2.1
7,0.75,1.0323,0.49,0.0,0.0,-1.0,-1.5,0.4
2,0.72,1.0362,1.26,0.0,8.3,-2.1,-3.7,0.3
1,0.64,1.0293,1.3,0.0,8.2,-3.3,-6.5,0.6
1,0.77,1.0144,1.18,0.0,6.9,-3.4,-8.6,0.5
7,0.76,1.0087,0.83,0.0,2.2,-1.1,-3.6,1.8
7,0.83,1.0177,0.37,0.0,0.0,-0.9,-2.2,0.4
6,0.8,1.0159,0.48,0.17,0.4,3.0,-1.7,6.0
6,0.84,1.0173,1.01,0.0,5.7,3.9,1.6,7.7
7,0.77,1.0155,0.57,0.09,1.2,3.4,1.2,6.1
5,0.83,1.0221,0.59,0.05,0.0,3.3,1.8,6.2
7,0.86,1.0305,0.7,0.0,1.5,3.2,0.6,6.2
8,0.9,1.0317,0.2,0.0,0.0,1.3,-0.6,2.6
8,0.82,1.0321,0.55,0.0,0.0,3.7,1.7,5.9
6,0.76,1.0241,0.5,0.0,1.2,4.1,2.7,6.4
5,0.68,1.0195,0.85,0.0,1.2,6.2,0.2,10.4
3,0.61,1.017,1.19,0.0,5.5,9.1,2.9,15.9
3,0.58,1.0155,1.09,0.0,5.0,10.7,5.3,15.7
6,0.54,1.0073,0.9,0.09,2.0,12.2,7.2,16.7
7,0.91,1.01,0.24,0.36,0.0,3.3,1.0,12.7
4,0.74,1.0159,1.05,0.0,5.6,1.1,-0.5,5.6
3,0.64,1.0035,1.48,0.0,7.1,3.8,-2.1,8.6
6,0.61,0.9988,0.95,0.0,2.1,7.4,3.0,10.7
7,0.72,0.9968,0.64,0.54,0.4,7.2,5.7,9.5
8,0.88,0.9981,0.69,0.64,1.4,6.3,4.4,11.1
8,0.87,1.0065,0.17,0.01,0.0,1.8,1.2,4.4
7,0.9,1.0133,0.13,0.06,0.0,0.9,0.0,1.8
1,0.68,1.0205,1.44,0.0,7.2,1.8,-0.9,6.8
6,0.79,1.0221,0.69,0.0,2.2,2.3,-1.2,3.9
8,0.9,1.0179,0.37,0.31,0.0,3.1,1.6,3.8
5,0.83,1.0111,0.29,0.02,0.0,5.8,3.3,8.3
6,0.77,1.008,1.12,0.42,1.5,4.3,1.0,8.3
3,0.77,1.0011,1.58,0.0,6.9,2.9,0.2,7.3
8,0.83,1.0014,0.61,0.49,0.0,0.9,-0.6,2.7
8,0.71,1.0015,0.64,0.06,0.0,0.4,-1.6,1.8
7,0.74,1.0109,0.86,0.01,1.2,-1.1,-2.2,0.8
8,0.78,1.0228,0.66,0.0,0.0,-0.1,-2.0,1.4
7,0.79,1.0262,1.09,0.0,2.8,0.3,-3.8,3.2
6,0.67,1.0209,1.12,0.0,2.6,3.1,0.6,7.0
7,0.79,1.0225,0.69,0.03,0.9,2.8,0.6,5.7
7,0.88,1.0268,0.28,0.12,0.0,2.4,1.6,4.2
5,0.69,1.0274,1.48,0.0,6.0,3.1,-0.9,6.7
5,0.83,1.0234,0.95,0.0,2.0,3.0,-1.1,7.8
4,0.6,1.0225,1.15,0.0,0.3,3.7,0.0,8.6
7,0.8,1.0234,0.53,0.87,0.0,1.7,0.6,4.8
8,0.92,1.0196,0.95,0.17,0.0,1.9,0.4,3.9
8,0.8,1.0237,0.98,0.01,2.6,2.0,-1.2,4.1
8,0.91,1.0203,0.34,0.33,0.0,1.8,0.4,2.7
5,0.67,1.0174,1.55,0.0,7.4,3.1,0.2,7.2
8,0.75,1.015,1.2,0.09,1.0,0.8,-1.1,4.2
8,0.93,1.0144,0.56,0.8,0.0,0.5,-1.7,1.3
8,0.92,1.0196,0.23,0.0,0.0,1.8,0.4,3.1
8,0.89,1.0222,0.37,0.13,0.0,2.5,1.1,3.7
5,0.76,1.0225,1.31,0.0,5.2,4.3,1.6,9.1
5,0.65,1.0121,1.51,0.03,3.2,4.8,-0.6,8.8
7,0.82,1.0124,0.71,0.48,1.1,5.6,3.2,9.0
6,0.66,1.0269,1.64,0.0,6.7,5.1,1.6,9.5
8,0.61,1.0281,1.0,0.0,0.0,7.2,3.5,10.0
2,0.59,1.0298,1.94,0.0,7.0,8.2,4.0,13.1
0,0.52,1.0253,2.42,0.0,10.2,9.9,2.7,16.6
4,0.45,1.0211,2.16,0.0,7.8,12.3,5.5,18.7
5,0.5,1.0182,1.92,0.0,6.0,12.5,9.3,18.8
6,0.62,1.0212,1.23,0.01,1.8,12.3,7.6,16.4
2,0.51,1.0203,2.2,0.0,7.6,13.8,9.4,19.5
6,0.58,1.0171,2.11,0.0,5.1,9.1,7.6,12.9
8,0.55,1.018,0.79,0.01,0.0,10.0,8.3,12.3
6,0.47,1.0161,2.09,0.0,6.5,12.3,9.2,15.7
1,0.52,1.0139,2.48,0.0,10.3,12.9,6.7,18.4
2,0.52,1.0156,2.23,0.0,8.0,13.2,5.6,19.4
3,0.51,1.0129,1.96,0.0,4.9,14.4,7.3,19.6
7,0.52,1.0053,1.49,0.65,1.5,11.9,9.3,19.9
8,0.93,1.0129,0.17,2.14,0.0,5.4,3.7,9.3
7,0.94,1.0186,0.32,1.26,0.0,5.0,4.0,7.6
3,0.68,1.0184,2.16,0.0,6.6,9.3,4.2,14.7
3,0.62,1.0106,2.41,0.0,10.8,12.7,6.0,19.2
6,0.69,1.012,1.45,0.0,2.4,10.5,6.9,13.5
8,0.37,1.0079,1.36,0.0,0.5,19.2,8.8,22.7
5,0.32,1.0054,2.22,0.3,6.6,21.7,16.0,27.7
6,0.83,1.0108,1.02,0.12,2.9,8.2,7.5,21.1
6,0.64,1.0115,2.02,0.37,5.9,10.0,4.5,13.5
8,0.86,1.0099,0.84,0.58,0.0,6.6,4.4,11.4
6,0.75,1.0168,1.57,0.03,4.8,5.3,3.7,9.3
7,0.76,1.0159,1.22,0.14,3.7,5.4,1.5,8.3
8,0.86,1.0169,0.61,0.14,0.0,7.1,4.6,9.4
3,0.56,1.0175,2.73,0.0,9.3,10.3,4.1,16.0
5,0.65,1.0154,2.6,0.0,8.2,9.0,4.5,13.8
5,0.58,1.006,2.41,0.0,8.2,11.9,5.8,16.2
6,0.75,0.9994,2.02,1.83,6.8,10.2,7.1,15.9
6,0.78,1.0051,2.07,0.31,5.2,8.3,4.8,14.3
5,0.72,1.0155,2.01,0.0,9.0,8.2,4.8,12.9
5,0.48,1.0154,2.41,0.64,6.6,12.3,4.8,15.9
8,0.79,1.0036,1.32,0.51,1.0,11.0,8.7,14.7
7,0.8,1.0053,0.92,0.18,0.2,11.0,9.4,14.0
7,0.87,1.0139,0.54,0.02,0.0,8.7,8.6,10.2
1,0.56,1.0178,2.91,0.0,11.6,11.6,6.5,17.4
1,0.44,1.0147,2.88,0.0,12.0,15.7,6.3,21.7
6,0.44,1.0113,2.23,0.01,4.2,18.7,11.6,24.0
4,0.69,1.0189,2.16,0.0,6.9,16.6,13.6,22.6
0,0.51,1.0195,3.04,0.0,12.3,20.1,10.7,26.0
5,0.5,1.0164,2.72,0.0,9.9,22.0,15.0,28.0
5,0.5,1.0133,2.23,0.0,5.5,23.0,17.0,28.1
2,0.53,1.0166,2.97,0.0,10.3,22.5,14.9,28.6
2,0.52,1.0203,2.91,0.0,11.0,24.3,17.2,31.2
4,0.53,1.0176,2.91,0.0,9.9,26.6,19.8,34.1
8,0.51,1.0143,2.04,0.0,3.9,24.4,22.1,29.3
4,0.54,1.0135,2.95,0.02,10.0,22.8,17.1,29.0
7,0.79,1.0187,1.01,1.16,1.3,11.3,9.6,22.0
8,0.91,1.0125,0.2,2.59,0.0,8.8,7.8,10.0
7,0.83,1.0143,0.82,0.38,0.8,11.2,8.2,15.7
7,0.69,1.0235,1.64,0.0,3.8,13.4,9.0,17.7
3,0.65,1.0244,3.0,0.0,10.9,13.2,9.5,19.2
1,0.67,1.0234,3.33,0.0,12.6,14.9,8.2,20.3
1,0.6,1.0181,3.1,0.0,11.6,17.0,10.4,23.7
7,0.82,1.0212,1.16,0.01,0.0,10.3,8.6,15.5
5,0.8,1.0208,1.58,0.06,4.4,9.9,6.6,15.2
6,0.54,1.0199,2.93,0.0,8.8,14.8,4.3,19.3
4,0.56,1.0135,3.03,0.0,10.8,19.9,12.6,25.6
3,0.52,1.0093,3.12,0.0,11.0,22.9,19.1,28.7
3,0.49,1.0129,3.32,0.0,12.0,21.7,13.6,28.6
1,0.52,1.0155,3.23,0.0,12.6,22.7,16.1,28.0
4,0.47,1.0172,3.04,0.0,10.6,23.4,16.6,28.8
1,0.51,1.0187,3.32,0.0,12.0,21.5,17.7,26.4
4,0.52,1.0198,3.22,0.0,12.1,18.5,11.0,23.1
7,0.71,1.0188,1.84,0.49,3.9,14.9,12.7,19.0
8,0.76,1.0188,0.84,0.03,0.0,13.4,10.9,14.8
7,0.68,1.018,1.0,0.11,1.5,16.5,13.3,20.0
1,0.51,1.0136,3.39,0.0,13.2,18.0,11.0,23.6
2,0.55,1.012,3.06,0.0,11.2,18.8,9.7,25.0
4,0.56,1.0141,2.99,0.0,10.4,19.4,15.3,25.2
0,0.5,1.0156,3.55,0.0,13.5,21.0,13.1,27.3
0,0.49,1.0159,3.41,0.0,12.9,23.8,16.2,29.7
3,0.56,1.0175,2.71,0.02,9.3,24.5,19.3,29.6
8,0.78,1.0208,1.19,0.49,1.3,20.4,18.0,25.7
5,0.78,1.0233,2.23,0.0,5.6,21.5,18.5,25.2
3,0.67,1.0196,2.98,0.05,9.2,22.2,17.4,28.1
4,0.7,1.0136,2.51,1.61,8.9,23.2,18.8,27.8
4,0.76,1.011,2.97,3.57,9.0,20.2,14.9,25.4
7,0.83,1.0063,2.38,1.37,4.8,18.1,15.4,24.9
8,0.92,1.0083,0.85,0.24,0.0,16.8,14.9,20.6
4,0.71,1.0141,2.93,0.0,10.4,21.0,15.4,26.6
3,0.69,1.02,3.01,0.0,10.4,18.9,15.6,23.7
1,0.65,1.0198,3.41,0.0,11.6,21.4,13.6,26.4
1,0.65,1.0163,3.17,0.04,11.5,22.7,17.2,27.6
6,0.76,1.0222,1.4,0.25,2.2,13.8,11.0,22.2
3,0.56,1.0198,2.92,0.0,10.3,14.5,10.0,18.1
3,0.55,1.017,2.95,0.0,8.5,15.0,10.6,19.2
5,0.76,1.0118,2.48,0.51,9.2,16.7,10.0,24.2
4,0.53,1.0137,2.9,0.0,9.3,17.7,12.6,21.7
2,0.62,1.0151,3.22,0.0,12.5,17.9,11.5,22.6
5,0.62,1.0148,2.68,0.08,8.4,20.3,14.4,25.8
4,0.66,1.0149,3.03,0.0,9.6,21.6,14.7,28.2
6,0.68,1.0109,2.45,0.0,7.0,21.5,19.0,27.0
6,0.75,1.0082,2.48,0.08,7.8,18.4,16.0,23.8
7,0.79,1.012,1.68,0.08,2.8,17.9,15.2,22.6
5,0.67,1.0203,3.02,0.0,11.0,20.5,15.9,26.8
1,0.58,1.0227,3.28,0.0,13.3,21.6,14.2,28.1
2,0.54,1.0216,3.23,0.0,12.6,23.6,15.4,29.8
4,0.58,1.0168,3.26,0.33,12.0,26.2,21.0,32.1
5,0.72,1.0195,2.19,0.0,6.5,19.8,17.6,25.6
6,0.71,1.0196,2.5,0.0,8.3,19.6,16.1,24.5
6,0.73,1.0182,2.13,0.0,6.1,21.3,17.0,25.7
7,0.8,1.0152,1.52,0.01,1.7,21.5,17.8,26.2
6,0.62,1.0128,2.62,0.0,9.1,22.1,16.2,28.1
6,0.81,1.0118,2.04,0.25,3.6,19.1,17.4,25.8
3,0.68,1.013,2.82,0.0,10.1,23.1,16.8,28.7
5,0.61,1.0132,2.57,0.04,6.4,24.1,18.8,29.9
4,0.76,1.0141,2.5,0.2,9.0,22.3,16.6,27.0
2,0.65,1.0125,2.96,0.0,11.6,23.8,18.6,28.6
3,0.66,1.0132,2.5,0.0,9.0,22.4,18.6,26.3
4,0.63,1.0138,2.79,0.0,10.5,20.9,16.2,25.7
2,0.59,1.0116,2.95,0.0,10.4,21.7,15.1,27.4
4,0.66,1.0109,2.24,0.14,7.1,21.8,16.0,27.1
2,0.64,1.0133,2.97,0.0,11.4,22.0,16.2,27.3
3,0.58,1.0071,2.93,0.1,10.9,25.8,20.4,34.4
1,0.5,1.0105,3.27,0.0,13.3,27.0,19.4,33.3
0,0.51,1.011,3.38,0.0,13.3,29.2,20.9,35.6
1,0.41,1.0088,3.04,0.0,10.7,30.0,26.8,36.1
2,0.51,1.0126,3.45,0.04,12.8,23.5,17.8,28.3
4,0.66,1.0132,2.59,0.0,8.0,21.8,18.4,26.4
0,0.51,1.0131,3.36,0.0,13.1,25.7,16.8,31.4
1,0.49,1.0107,3.26,1.42,12.7,27.2,19.6,33.6
3,0.75,1.0116,2.28,0.0,8.7,20.4,15.6,26.4
5,0.66,1.0045,2.34,0.8,6.9,20.3,16.5,28.1
7,0.72,1.0062,2.04,0.0,4.5,17.1,13.8,21.2
4,0.65,1.0104,2.93,0.0,10.3,18.5,13.0,23.4
5,0.65,1.012,2.46,0.01,6.9,18.1,14.2,21.7
5,0.63,1.0124,2.53,0.02,7.2,18.0,13.8,22.2
6,0.8,1.0125,0.96,0.02,1.1,17.1,14.3,21.1
4,0.71,1.015,2.17,0.0,7.5,18.6,15.0,24.1
2,0.66,1.0175,2.79,0.0,11.9,20.3,13.2,26.2
4,0.64,1.0193,2.28,0.0,6.2,21.8,15.0,28.0
1,0.58,1.0162,3.12,0.0,12.2,23.0,15.9,29.4
7,0.62,1.0146,1.85,0.0,2.0,20.4,16.8,24.1
7,0.73,1.0142,2.14,0.59,3.5,19.8,17.4,26.3
3,0.74,1.0187,2.36,0.0,8.1,21.3,16.2,27.0
1,0.66,1.0227,2.8,0.0,11.1,23.2,16.4,30.2
0,0.52,1.0199,3.09,0.0,12.2,24.3,18.2,31.8
3,0.63,1.0201,2.59,0.0,8.4,22.8,17.6,29.6
1,0.56,1.0236,2.85,0.0,12.4,20.6,15.6,26.6
0,0.48,1.025,3.09,0.0,12.0,20.6,12.7,26.3
